2026-03-01 20:53:47,597 | INFO | phase2.config | Loaded config from C:\Users\garre\Desktop\P2\New folder\phase2\configs\experiments\default.yaml
2026-03-06 20:15:46,623 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_4d1e290d9d7342b30335
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:46,780 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_4f62924b785f7f7410e6
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:46,898 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_510a43365e7bbe52434a
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:46,985 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_5118f61c1c7c7a9398ec
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:47,203 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_554390384fc28c7453d9
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:47,307 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_56e079e0335be28819ae
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:47,431 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_59560f33692a9024599f
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:47,717 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_59ea478725d37ff5c23a
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:47,809 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_59f3b1a48e7a7d69ab32
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:47,889 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_59f6be2f71180018b22a
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,008 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_5c5e8705f7f1192cb7e3
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,086 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_5c79ec4963840ebbc563
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,233 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_5cfe1fc6a05ffdf02f75
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,326 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_5ea683d927158ab81d09
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,409 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_5eece5fdb17822b47323
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,531 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_5ff556bb8e601d3aa9cc
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,654 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_603db3df5360f299fe80
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,749 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_60cc55146faeebcc2ce8
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:48,925 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_62efcdcfb7ff8328e0c5
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:49,068 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_64fc4f0d25d58eb9eab5
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:49,172 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_65539a68ee83bb6f71aa
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:49,310 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_66da62384d7988ec45d7
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:49,463 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_6c7b2690a4a8da8c46f9
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:49,563 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_6cb2b503ef485c30e991
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:49,729 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_6fb552c059ff3346d3c8
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:49,823 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_701cb775d4e757ad94c9
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:49,905 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_71144606ba9b7764569d
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,002 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_719188ca609cf7eb461b
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,089 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_7358e42bdb8b31432e7e
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,172 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_73834ab6f84495c5a488
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,319 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_75cc1ba60860568de785
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,401 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_764089c3e59f1ce2ae2a
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,511 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_764760f0b6411bddbdc4
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,598 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_77315e5f1828e01ca451
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,688 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_782eb2acca9e6b4ce340
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,784 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_79c754553889e9928484
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,879 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_7af380c5b73ca839406a
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
                         ~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 162, in _candidate_commits
    commits = [line.strip() for line in output.splitlines() if line.strip()]
                                        ^^^^^^^^^^^^^^^^^
AttributeError: 'CompletedProcess' object has no attribute 'splitlines'
2026-03-06 20:15:50,980 | ERROR | phase2.pinning | Pin verification failed for repo_id=42949039 dataset_id=c2t_7c7436eb2db7c7d0c87e
Traceback (most recent call last):
  File "C:\Users\osart\Phase2_SWE_Testing-data_ingestion\src\phase2\pinning.py", line 246, in verify_base_commit_pins
    for candidate_sha in _candidate_commits(repo_path, start_sha, search_window):
